Cod_Ibge;Localidade;Setor;Ano;Valor
3500105;Adamantina;Serviços (exceto administração pública);2019;R$693.468.141
3500204;Adolfo;Serviços (exceto administração pública);2019;R$38.368.180
3500303;Aguaí;Serviços (exceto administração pública);2019;R$380.005.194
3500402;Águas da Prata;Serviços (exceto administração pública);2019;R$90.024.079
3500501;Águas de Lindóia;Serviços (exceto administração pública);2019;R$356.668.833
3500550;Águas de Santa Bárbara;Serviços (exceto administração pública);2019;R$69.095.097
3500600;Águas de São Pedro;Serviços (exceto administração pública);2019;R$102.557.797
3500709;Agudos;Serviços (exceto administração pública);2019;R$736.187.629
3500758;Alambari;Serviços (exceto administração pública);2019;R$34.419.285
3500808;Alfredo Marcondes;Serviços (exceto administração pública);2019;R$32.536.251
3500907;Altair;Serviços (exceto administração pública);2019;R$21.992.369
3501004;Altinópolis;Serviços (exceto administração pública);2019;R$257.277.949
3501103;Alto Alegre;Serviços (exceto administração pública);2019;R$36.904.230
3501152;Alumínio;Serviços (exceto administração pública);2019;R$472.876.580
3501202;Álvares Florence;Serviços (exceto administração pública);2019;R$27.865.497
3501301;Álvares Machado;Serviços (exceto administração pública);2019;R$269.038.455
3501400;Álvaro de Carvalho;Serviços (exceto administração pública);2019;R$18.912.589
3501509;Alvinlândia;Serviços (exceto administração pública);2019;R$17.076.967
3501608;Americana;Serviços (exceto administração pública);2019;R$6.267.577.743
3501707;Américo Brasiliense;Serviços (exceto administração pública);2019;R$393.125.558
3501806;Américo de Campos;Serviços (exceto administração pública);2019;R$41.686.274
3501905;Amparo;Serviços (exceto administração pública);2019;R$1.594.384.791
3502002;Analândia;Serviços (exceto administração pública);2019;R$58.145.860
3502101;Andradina;Serviços (exceto administração pública);2019;R$1.082.584.190
3502200;Angatuba;Serviços (exceto administração pública);2019;R$362.365.654
3502309;Anhembi;Serviços (exceto administração pública);2019;R$40.762.532
3502408;Anhumas;Serviços (exceto administração pública);2019;R$22.411.543
3502507;Aparecida;Serviços (exceto administração pública);2019;R$882.534.413
3502606;Aparecida d'Oeste;Serviços (exceto administração pública);2019;R$37.096.226
3502705;Apiaí;Serviços (exceto administração pública);2019;R$214.131.899
3502754;Araçariguama;Serviços (exceto administração pública);2019;R$1.840.227.916
3502804;Araçatuba;Serviços (exceto administração pública);2019;R$5.239.118.297
3502903;Araçoiaba da Serra;Serviços (exceto administração pública);2019;R$383.727.689
3503000;Aramina;Serviços (exceto administração pública);2019;R$78.858.800
3503109;Arandu;Serviços (exceto administração pública);2019;R$43.619.490
3503158;Arapeí;Serviços (exceto administração pública);2019;R$14.261.013
3503208;Araraquara;Serviços (exceto administração pública);2019;R$6.094.081.973
3503307;Araras;Serviços (exceto administração pública);2019;R$3.312.931.400
3503356;Arco-Íris;Serviços (exceto administração pública);2019;R$10.538.203
3503406;Arealva;Serviços (exceto administração pública);2019;R$86.471.350
3503505;Areias;Serviços (exceto administração pública);2019;R$18.174.062
3503604;Areiópolis;Serviços (exceto administração pública);2019;R$60.748.000
3503703;Ariranha;Serviços (exceto administração pública);2019;R$426.600.200
3503802;Artur Nogueira;Serviços (exceto administração pública);2019;R$569.031.840
3503901;Arujá;Serviços (exceto administração pública);2019;R$3.943.630.669
3503950;Aspásia;Serviços (exceto administração pública);2019;R$10.076.329
3504008;Assis;Serviços (exceto administração pública);2019;R$2.202.843.781
3504107;Atibaia;Serviços (exceto administração pública);2019;R$3.546.515.284
3504206;Auriflama;Serviços (exceto administração pública);2019;R$171.629.816
3504305;Avaí;Serviços (exceto administração pública);2019;R$68.615.226
3504404;Avanhandava;Serviços (exceto administração pública);2019;R$106.318.562
3504503;Avaré;Serviços (exceto administração pública);2019;R$1.605.438.386
3504602;Bady Bassitt;Serviços (exceto administração pública);2019;R$227.201.042
3504701;Balbinos;Serviços (exceto administração pública);2019;R$11.729.804
3504800;Bálsamo;Serviços (exceto administração pública);2019;R$103.513.923
3504909;Bananal;Serviços (exceto administração pública);2019;R$88.863.819
3505005;Barão de Antonina;Serviços (exceto administração pública);2019;R$19.849.746
3505104;Barbosa;Serviços (exceto administração pública);2019;R$51.219.300
3505203;Bariri;Serviços (exceto administração pública);2019;R$572.657.454
3505302;Barra Bonita;Serviços (exceto administração pública);2019;R$635.812.919
3505351;Barra do Chapéu;Serviços (exceto administração pública);2019;R$22.072.544
3505401;Barra do Turvo;Serviços (exceto administração pública);2019;R$42.883.118
3505500;Barretos;Serviços (exceto administração pública);2019;R$2.696.726.242
3505609;Barrinha;Serviços (exceto administração pública);2019;R$242.335.349
3505708;Barueri;Serviços (exceto administração pública);2019;R$32.615.519.515
3505807;Bastos;Serviços (exceto administração pública);2019;R$286.817.347
3505906;Batatais;Serviços (exceto administração pública);2019;R$916.458.833
3506003;Bauru;Serviços (exceto administração pública);2019;R$9.930.604.876
3506102;Bebedouro;Serviços (exceto administração pública);2019;R$2.070.572.126
3506201;Bento de Abreu;Serviços (exceto administração pública);2019;R$33.842.084
3506300;Bernardino de Campos;Serviços (exceto administração pública);2019;R$150.174.739
3506359;Bertioga;Serviços (exceto administração pública);2019;R$1.144.491.160
3506409;Bilac;Serviços (exceto administração pública);2019;R$91.625.456
3506508;Birigui;Serviços (exceto administração pública);2019;R$1.967.646.967
3506607;Biritiba-Mirim;Serviços (exceto administração pública);2019;R$246.814.899
3506706;Boa Esperança do Sul;Serviços (exceto administração pública);2019;R$132.280.575
3506805;Bocaina;Serviços (exceto administração pública);2019;R$96.321.709
3506904;Bofete;Serviços (exceto administração pública);2019;R$71.223.615
3507001;Boituva;Serviços (exceto administração pública);2019;R$1.259.004.651
3507100;Bom Jesus dos Perdões;Serviços (exceto administração pública);2019;R$366.664.178
3507159;Bom Sucesso de Itararé;Serviços (exceto administração pública);2019;R$17.745.821
3507209;Borá;Serviços (exceto administração pública);2019;R$12.186.879
3507308;Boracéia;Serviços (exceto administração pública);2019;R$119.380.014
3507407;Borborema;Serviços (exceto administração pública);2019;R$201.299.014
3507456;Borebi;Serviços (exceto administração pública);2019;R$20.275.289
3507506;Botucatu;Serviços (exceto administração pública);2019;R$2.716.026.973
3507605;Bragança Paulista;Serviços (exceto administração pública);2019;R$3.496.953.843
3507704;Braúna;Serviços (exceto administração pública);2019;R$39.146.318
3507753;Brejo Alegre;Serviços (exceto administração pública);2019;R$19.574.593
3507803;Brodowski;Serviços (exceto administração pública);2019;R$323.358.337
3507902;Brotas;Serviços (exceto administração pública);2019;R$420.348.902
3508009;Buri;Serviços (exceto administração pública);2019;R$173.627.759
3508108;Buritama;Serviços (exceto administração pública);2019;R$249.122.102
3508207;Buritizal;Serviços (exceto administração pública);2019;R$45.327.651
3508306;Cabrália Paulista;Serviços (exceto administração pública);2019;R$25.691.494
3508405;Cabreúva;Serviços (exceto administração pública);2019;R$2.421.520.934
3508504;Caçapava;Serviços (exceto administração pública);2019;R$1.699.975.429
3508603;Cachoeira Paulista;Serviços (exceto administração pública);2019;R$381.586.308
3508702;Caconde;Serviços (exceto administração pública);2019;R$157.416.671
3508801;Cafelândia;Serviços (exceto administração pública);2019;R$206.135.987
3508900;Caiabu;Serviços (exceto administração pública);2019;R$19.190.992
3509007;Caieiras;Serviços (exceto administração pública);2019;R$1.583.184.540
3509106;Caiuá;Serviços (exceto administração pública);2019;R$21.781.022
3509205;Cajamar;Serviços (exceto administração pública);2019;R$12.445.618.396
3509254;Cajati;Serviços (exceto administração pública);2019;R$386.760.468
3509304;Cajobi;Serviços (exceto administração pública);2019;R$74.037.252
3509403;Cajuru;Serviços (exceto administração pública);2019;R$244.711.421
3509452;Campina do Monte Alegre;Serviços (exceto administração pública);2019;R$48.401.443
3509502;Campinas;Serviços (exceto administração pública);2019;R$39.748.104.849
3509601;Campo Limpo Paulista;Serviços (exceto administração pública);2019;R$957.080.301
3509700;Campos do Jordão;Serviços (exceto administração pública);2019;R$888.160.357
3509809;Campos Novos Paulista;Serviços (exceto administração pública);2019;R$54.542.019
3509908;Cananéia;Serviços (exceto administração pública);2019;R$128.785.211
3509957;Canas;Serviços (exceto administração pública);2019;R$54.796.485
3510005;Cândido Mota;Serviços (exceto administração pública);2019;R$694.414.803
3510104;Cândido Rodrigues;Serviços (exceto administração pública);2019;R$37.638.406
3510153;Canitar;Serviços (exceto administração pública);2019;R$40.338.257
3510203;Capão Bonito;Serviços (exceto administração pública);2019;R$466.493.321
3510302;Capela do Alto;Serviços (exceto administração pública);2019;R$136.501.675
3510401;Capivari;Serviços (exceto administração pública);2019;R$895.512.938
3510500;Caraguatatuba;Serviços (exceto administração pública);2019;R$2.353.778.921
3510609;Carapicuíba;Serviços (exceto administração pública);2019;R$3.657.999.252
3510708;Cardoso;Serviços (exceto administração pública);2019;R$121.853.698
3510807;Casa Branca;Serviços (exceto administração pública);2019;R$445.700.137
3510906;Cássia dos Coqueiros;Serviços (exceto administração pública);2019;R$30.147.023
3511003;Castilho;Serviços (exceto administração pública);2019;R$294.987.247
3511102;Catanduva;Serviços (exceto administração pública);2019;R$2.662.126.137
3511201;Catiguá;Serviços (exceto administração pública);2019;R$64.175.082
3511300;Cedral;Serviços (exceto administração pública);2019;R$133.006.476
3511409;Cerqueira César;Serviços (exceto administração pública);2019;R$377.645.419
3511508;Cerquilho;Serviços (exceto administração pública);2019;R$806.863.937
3511607;Cesário Lange;Serviços (exceto administração pública);2019;R$231.066.178
3511706;Charqueada;Serviços (exceto administração pública);2019;R$142.313.533
3557204;Chavantes;Serviços (exceto administração pública);2019;R$107.870.930
3511904;Clementina;Serviços (exceto administração pública);2019;R$73.551.527
3512001;Colina;Serviços (exceto administração pública);2019;R$400.638.272
3512100;Colômbia;Serviços (exceto administração pública);2019;R$69.122.724
3512209;Conchal;Serviços (exceto administração pública);2019;R$317.230.085
3512308;Conchas;Serviços (exceto administração pública);2019;R$174.627.393
3512407;Cordeirópolis;Serviços (exceto administração pública);2019;R$1.568.932.822
3512506;Coroados;Serviços (exceto administração pública);2019;R$59.284.460
3512605;Coronel Macedo;Serviços (exceto administração pública);2019;R$23.286.017
3512704;Corumbataí;Serviços (exceto administração pública);2019;R$130.752.935
3512803;Cosmópolis;Serviços (exceto administração pública);2019;R$720.523.395
3512902;Cosmorama;Serviços (exceto administração pública);2019;R$109.792.697
3513009;Cotia;Serviços (exceto administração pública);2019;R$6.507.973.277
3513108;Cravinhos;Serviços (exceto administração pública);2019;R$566.483.971
3513207;Cristais Paulista;Serviços (exceto administração pública);2019;R$79.451.939
3513306;Cruzália;Serviços (exceto administração pública);2019;R$55.895.632
3513405;Cruzeiro;Serviços (exceto administração pública);2019;R$1.131.029.593
3513504;Cubatão;Serviços (exceto administração pública);2019;R$4.552.540.388
3513603;Cunha;Serviços (exceto administração pública);2019;R$132.795.180
3513702;Descalvado;Serviços (exceto administração pública);2019;R$675.214.511
3513801;Diadema;Serviços (exceto administração pública);2019;R$6.884.719.698
3513850;Dirce Reis;Serviços (exceto administração pública);2019;R$13.864.721
3513900;Divinolândia;Serviços (exceto administração pública);2019;R$173.067.542
3514007;Dobrada;Serviços (exceto administração pública);2019;R$38.792.704
3514106;Dois Córregos;Serviços (exceto administração pública);2019;R$303.131.170
3514205;Dolcinópolis;Serviços (exceto administração pública);2019;R$17.479.857
3514304;Dourado;Serviços (exceto administração pública);2019;R$259.220.844
3514403;Dracena;Serviços (exceto administração pública);2019;R$829.520.641
3514502;Duartina;Serviços (exceto administração pública);2019;R$135.001.453
3514601;Dumont;Serviços (exceto administração pública);2019;R$81.298.198
3514700;Echaporã;Serviços (exceto administração pública);2019;R$48.417.750
3514809;Eldorado;Serviços (exceto administração pública);2019;R$84.650.928
3514908;Elias Fausto;Serviços (exceto administração pública);2019;R$240.175.823
3514924;Elisiário;Serviços (exceto administração pública);2019;R$27.127.430
3514957;Embaúba;Serviços (exceto administração pública);2019;R$17.412.702
3515004;Embu das Artes;Serviços (exceto administração pública);2019;R$9.101.299.376
3515103;Embu-Guaçu;Serviços (exceto administração pública);2019;R$562.234.474
3515129;Emilianópolis;Serviços (exceto administração pública);2019;R$19.508.414
3515152;Engenheiro Coelho;Serviços (exceto administração pública);2019;R$280.199.106
3515186;Espírito Santo do Pinhal;Serviços (exceto administração pública);2019;R$730.312.238
3515194;Espírito Santo do Turvo;Serviços (exceto administração pública);2019;R$26.530.162
3557303;Estiva Gerbi;Serviços (exceto administração pública);2019;R$101.952.837
3515301;Estrela do Norte;Serviços (exceto administração pública);2019;R$15.034.782
3515202;Estrela d'Oeste;Serviços (exceto administração pública);2019;R$165.294.858
3515350;Euclides da Cunha Paulista;Serviços (exceto administração pública);2019;R$44.329.005
3515400;Fartura;Serviços (exceto administração pública);2019;R$190.360.394
3515608;Fernando Prestes;Serviços (exceto administração pública);2019;R$69.807.314
3515509;Fernandópolis;Serviços (exceto administração pública);2019;R$1.385.420.769
3515657;Fernão;Serviços (exceto administração pública);2019;R$22.043.617
3515707;Ferraz de Vasconcelos;Serviços (exceto administração pública);2019;R$1.474.596.117
3515806;Flora Rica;Serviços (exceto administração pública);2019;R$10.361.619
3515905;Floreal;Serviços (exceto administração pública);2019;R$21.884.946
3516002;Flórida Paulista;Serviços (exceto administração pública);2019;R$84.391.305
3516101;Florínia;Serviços (exceto administração pública);2019;R$68.901.837
3516200;Franca;Serviços (exceto administração pública);2019;R$6.200.181.913
3516309;Francisco Morato;Serviços (exceto administração pública);2019;R$822.477.997
3516408;Franco da Rocha;Serviços (exceto administração pública);2019;R$1.530.105.411
3516507;Gabriel Monteiro;Serviços (exceto administração pública);2019;R$24.761.864
3516606;Gália;Serviços (exceto administração pública);2019;R$74.822.134
3516705;Garça;Serviços (exceto administração pública);2019;R$626.661.675
3516804;Gastão Vidigal;Serviços (exceto administração pública);2019;R$27.369.591
3516853;Gavião Peixoto;Serviços (exceto administração pública);2019;R$181.311.453
3516903;General Salgado;Serviços (exceto administração pública);2019;R$121.773.307
3517000;Getulina;Serviços (exceto administração pública);2019;R$68.435.251
3517109;Glicério;Serviços (exceto administração pública);2019;R$36.417.956
3517208;Guaiçara;Serviços (exceto administração pública);2019;R$71.795.724
3517307;Guaimbê;Serviços (exceto administração pública);2019;R$31.549.503
3517406;Guaíra;Serviços (exceto administração pública);2019;R$1.077.007.312
3517505;Guapiaçu;Serviços (exceto administração pública);2019;R$259.350.624
3517604;Guapiara;Serviços (exceto administração pública);2019;R$91.082.545
3517703;Guará;Serviços (exceto administração pública);2019;R$229.011.495
3517802;Guaraçaí;Serviços (exceto administração pública);2019;R$98.828.269
3517901;Guaraci;Serviços (exceto administração pública);2019;R$101.058.694
3518008;Guarani d'Oeste;Serviços (exceto administração pública);2019;R$12.793.185
3518107;Guarantã;Serviços (exceto administração pública);2019;R$53.416.270
3518206;Guararapes;Serviços (exceto administração pública);2019;R$437.750.718
3518305;Guararema;Serviços (exceto administração pública);2019;R$840.460.269
3518404;Guaratinguetá;Serviços (exceto administração pública);2019;R$2.716.684.449
3518503;Guareí;Serviços (exceto administração pública);2019;R$61.767.382
3518602;Guariba;Serviços (exceto administração pública);2019;R$413.313.571
3518701;Guarujá;Serviços (exceto administração pública);2019;R$5.347.454.747
3518800;Guarulhos;Serviços (exceto administração pública);2019;R$36.397.150.879
3518859;Guatapará;Serviços (exceto administração pública);2019;R$70.002.034
3518909;Guzolândia;Serviços (exceto administração pública);2019;R$24.318.535
3519006;Herculândia;Serviços (exceto administração pública);2019;R$99.893.261
3519055;Holambra;Serviços (exceto administração pública);2019;R$402.847.551
3519071;Hortolândia;Serviços (exceto administração pública);2019;R$6.830.436.010
3519105;Iacanga;Serviços (exceto administração pública);2019;R$257.157.091
3519204;Iacri;Serviços (exceto administração pública);2019;R$51.101.285
3519253;Iaras;Serviços (exceto administração pública);2019;R$58.088.408
3519303;Ibaté;Serviços (exceto administração pública);2019;R$332.585.237
3519402;Ibirá;Serviços (exceto administração pública);2019;R$106.684.478
3519501;Ibirarema;Serviços (exceto administração pública);2019;R$82.296.946
3519600;Ibitinga;Serviços (exceto administração pública);2019;R$769.740.600
3519709;Ibiúna;Serviços (exceto administração pública);2019;R$807.480.952
3519808;Icém;Serviços (exceto administração pública);2019;R$72.189.553
3519907;Iepê;Serviços (exceto administração pública);2019;R$130.424.026
3520004;Igaraçu do Tietê;Serviços (exceto administração pública);2019;R$186.966.283
3520103;Igarapava;Serviços (exceto administração pública);2019;R$753.861.283
3520202;Igaratá;Serviços (exceto administração pública);2019;R$117.579.364
3520301;Iguape;Serviços (exceto administração pública);2019;R$427.596.635
3520426;Ilha Comprida;Serviços (exceto administração pública);2019;R$323.602.035
3520442;Ilha Solteira;Serviços (exceto administração pública);2019;R$396.687.843
3520400;Ilhabela;Serviços (exceto administração pública);2019;R$4.186.509.459
3520509;Indaiatuba;Serviços (exceto administração pública);2019;R$7.251.748.787
3520608;Indiana;Serviços (exceto administração pública);2019;R$27.980.051
3520707;Indiaporã;Serviços (exceto administração pública);2019;R$42.306.356
3520806;Inúbia Paulista;Serviços (exceto administração pública);2019;R$88.246.807
3520905;Ipaussu;Serviços (exceto administração pública);2019;R$163.099.002
3521002;Iperó;Serviços (exceto administração pública);2019;R$248.758.980
3521101;Ipeúna;Serviços (exceto administração pública);2019;R$154.544.168
3521150;Ipiguá;Serviços (exceto administração pública);2019;R$31.509.177
3521200;Iporanga;Serviços (exceto administração pública);2019;R$22.270.702
3521309;Ipuã;Serviços (exceto administração pública);2019;R$174.270.769
3521408;Iracemápolis;Serviços (exceto administração pública);2019;R$2.111.766.516
3521507;Irapuã;Serviços (exceto administração pública);2019;R$54.293.378
3521606;Irapuru;Serviços (exceto administração pública);2019;R$42.238.079
3521705;Itaberá;Serviços (exceto administração pública);2019;R$284.901.723
3521804;Itaí;Serviços (exceto administração pública);2019;R$284.818.492
3521903;Itajobi;Serviços (exceto administração pública);2019;R$238.477.577
3522000;Itaju;Serviços (exceto administração pública);2019;R$28.491.732
3522109;Itanhaém;Serviços (exceto administração pública);2019;R$1.251.149.091
3522158;Itaóca;Serviços (exceto administração pública);2019;R$13.511.657
3522208;Itapecerica da Serra;Serviços (exceto administração pública);2019;R$2.153.263.881
3522307;Itapetininga;Serviços (exceto administração pública);2019;R$2.494.718.966
3522406;Itapeva;Serviços (exceto administração pública);2019;R$1.297.525.968
3522505;Itapevi;Serviços (exceto administração pública);2019;R$6.625.625.331
3522604;Itapira;Serviços (exceto administração pública);2019;R$1.618.766.104
3522653;Itapirapuã Paulista;Serviços (exceto administração pública);2019;R$17.259.549
3522703;Itápolis;Serviços (exceto administração pública);2019;R$667.005.405
3522802;Itaporanga;Serviços (exceto administração pública);2019;R$169.356.317
3522901;Itapuí;Serviços (exceto administração pública);2019;R$310.395.966
3523008;Itapura;Serviços (exceto administração pública);2019;R$28.994.667
3523107;Itaquaquecetuba;Serviços (exceto administração pública);2019;R$3.689.774.212
3523206;Itararé;Serviços (exceto administração pública);2019;R$504.082.596
3523305;Itariri;Serviços (exceto administração pública);2019;R$133.657.958
3523404;Itatiba;Serviços (exceto administração pública);2019;R$2.441.640.626
3523503;Itatinga;Serviços (exceto administração pública);2019;R$152.754.834
3523602;Itirapina;Serviços (exceto administração pública);2019;R$255.635.816
3523701;Itirapuã;Serviços (exceto administração pública);2019;R$34.315.419
3523800;Itobi;Serviços (exceto administração pública);2019;R$59.435.529
3523909;Itu;Serviços (exceto administração pública);2019;R$4.077.462.756
3524006;Itupeva;Serviços (exceto administração pública);2019;R$2.797.338.145
3524105;Ituverava;Serviços (exceto administração pública);2019;R$703.917.765
3524204;Jaborandi;Serviços (exceto administração pública);2019;R$45.945.718
3524303;Jaboticabal;Serviços (exceto administração pública);2019;R$1.623.613.538
3524402;Jacareí;Serviços (exceto administração pública);2019;R$5.895.082.236
3524501;Jaci;Serviços (exceto administração pública);2019;R$153.620.497
3524600;Jacupiranga;Serviços (exceto administração pública);2019;R$260.427.145
3524709;Jaguariúna;Serviços (exceto administração pública);2019;R$5.650.237.364
3524808;Jales;Serviços (exceto administração pública);2019;R$1.012.656.180
3524907;Jambeiro;Serviços (exceto administração pública);2019;R$65.691.835
3525003;Jandira;Serviços (exceto administração pública);2019;R$1.921.127.858
3525102;Jardinópolis;Serviços (exceto administração pública);2019;R$646.585.923
3525201;Jarinu;Serviços (exceto administração pública);2019;R$1.572.502.471
3525300;Jaú;Serviços (exceto administração pública);2019;R$3.033.899.678
3525409;Jeriquara;Serviços (exceto administração pública);2019;R$27.656.109
3525508;Joanópolis;Serviços (exceto administração pública);2019;R$120.492.436
3525607;João Ramalho;Serviços (exceto administração pública);2019;R$31.484.725
3525706;José Bonifácio;Serviços (exceto administração pública);2019;R$600.250.599
3525805;Júlio Mesquita;Serviços (exceto administração pública);2019;R$22.289.030
3525854;Jumirim;Serviços (exceto administração pública);2019;R$34.532.926
3525904;Jundiaí;Serviços (exceto administração pública);2019;R$26.774.854.706
3526001;Junqueirópolis;Serviços (exceto administração pública);2019;R$306.004.287
3526100;Juquiá;Serviços (exceto administração pública);2019;R$140.836.688
3526209;Juquitiba;Serviços (exceto administração pública);2019;R$322.817.963
3526308;Lagoinha;Serviços (exceto administração pública);2019;R$26.878.239
3526407;Laranjal Paulista;Serviços (exceto administração pública);2019;R$433.517.825
3526506;Lavínia;Serviços (exceto administração pública);2019;R$45.957.351
3526605;Lavrinhas;Serviços (exceto administração pública);2019;R$38.116.865
3526704;Leme;Serviços (exceto administração pública);2019;R$1.662.101.582
3526803;Lençóis Paulista;Serviços (exceto administração pública);2019;R$1.460.705.911
3526902;Limeira;Serviços (exceto administração pública);2019;R$6.442.340.631
3527009;Lindóia;Serviços (exceto administração pública);2019;R$80.060.731
3527108;Lins;Serviços (exceto administração pública);2019;R$2.151.012.469
3527207;Lorena;Serviços (exceto administração pública);2019;R$1.377.804.031
3527256;Lourdes;Serviços (exceto administração pública);2019;R$11.913.957
3527306;Louveira;Serviços (exceto administração pública);2019;R$8.428.126.534
3527405;Lucélia;Serviços (exceto administração pública);2019;R$197.684.660
3527504;Lucianópolis;Serviços (exceto administração pública);2019;R$17.521.154
3527603;Luís Antônio;Serviços (exceto administração pública);2019;R$357.647.356
3527702;Luiziânia;Serviços (exceto administração pública);2019;R$28.751.181
3527801;Lupércio;Serviços (exceto administração pública);2019;R$29.035.195
3527900;Lutécia;Serviços (exceto administração pública);2019;R$17.034.081
3528007;Macatuba;Serviços (exceto administração pública);2019;R$392.924.301
3528106;Macaubal;Serviços (exceto administração pública);2019;R$79.639.050
3528205;Macedônia;Serviços (exceto administração pública);2019;R$21.861.062
3528304;Magda;Serviços (exceto administração pública);2019;R$33.670.622
3528403;Mairinque;Serviços (exceto administração pública);2019;R$684.932.285
3528502;Mairiporã;Serviços (exceto administração pública);2019;R$959.466.260
3528601;Manduri;Serviços (exceto administração pública);2019;R$94.147.935
3528700;Marabá Paulista;Serviços (exceto administração pública);2019;R$22.801.437
3528809;Maracaí;Serviços (exceto administração pública);2019;R$194.604.425
3528858;Marapoama;Serviços (exceto administração pública);2019;R$49.085.850
3528908;Mariápolis;Serviços (exceto administração pública);2019;R$17.277.365
3529005;Marília;Serviços (exceto administração pública);2019;R$5.407.991.614
3529104;Marinópolis;Serviços (exceto administração pública);2019;R$14.038.402
3529203;Martinópolis;Serviços (exceto administração pública);2019;R$259.556.095
3529302;Matão;Serviços (exceto administração pública);2019;R$1.716.368.742
3529401;Mauá;Serviços (exceto administração pública);2019;R$6.995.204.263
3529500;Mendonça;Serviços (exceto administração pública);2019;R$69.393.667
3529609;Meridiano;Serviços (exceto administração pública);2019;R$77.330.865
3529658;Mesópolis;Serviços (exceto administração pública);2019;R$13.791.368
3529708;Miguelópolis;Serviços (exceto administração pública);2019;R$242.859.995
3529807;Mineiros do Tietê;Serviços (exceto administração pública);2019;R$71.032.572
3530003;Mira Estrela;Serviços (exceto administração pública);2019;R$23.117.984
3529906;Miracatu;Serviços (exceto administração pública);2019;R$228.601.286
3530102;Mirandópolis;Serviços (exceto administração pública);2019;R$306.072.570
3530201;Mirante do Paranapanema;Serviços (exceto administração pública);2019;R$124.348.820
3530300;Mirassol;Serviços (exceto administração pública);2019;R$1.037.054.062
3530409;Mirassolândia;Serviços (exceto administração pública);2019;R$40.366.562
3530508;Mococa;Serviços (exceto administração pública);2019;R$1.103.005.183
3530607;Mogi das Cruzes;Serviços (exceto administração pública);2019;R$8.633.821.096
3530706;Mogi Guaçu;Serviços (exceto administração pública);2019;R$2.752.237.360
3530805;Mogi Mirim;Serviços (exceto administração pública);2019;R$2.373.993.061
3530904;Mombuca;Serviços (exceto administração pública);2019;R$30.347.384
3531001;Monções;Serviços (exceto administração pública);2019;R$20.307.390
3531100;Mongaguá;Serviços (exceto administração pública);2019;R$640.506.832
3531209;Monte Alegre do Sul;Serviços (exceto administração pública);2019;R$76.757.428
3531308;Monte Alto;Serviços (exceto administração pública);2019;R$867.618.645
3531407;Monte Aprazível;Serviços (exceto administração pública);2019;R$286.639.967
3531506;Monte Azul Paulista;Serviços (exceto administração pública);2019;R$354.470.757
3531605;Monte Castelo;Serviços (exceto administração pública);2019;R$38.309.599
3531803;Monte Mor;Serviços (exceto administração pública);2019;R$938.302.765
3531704;Monteiro Lobato;Serviços (exceto administração pública);2019;R$30.851.561
3531902;Morro Agudo;Serviços (exceto administração pública);2019;R$402.886.259
3532009;Morungaba;Serviços (exceto administração pública);2019;R$157.381.150
3532058;Motuca;Serviços (exceto administração pública);2019;R$22.553.548
3532108;Murutinga do Sul;Serviços (exceto administração pública);2019;R$25.515.489
3532157;Nantes;Serviços (exceto administração pública);2019;R$53.125.814
3532207;Narandiba;Serviços (exceto administração pública);2019;R$51.291.475
3532306;Natividade da Serra;Serviços (exceto administração pública);2019;R$29.032.824
3532405;Nazaré Paulista;Serviços (exceto administração pública);2019;R$156.027.239
3532504;Neves Paulista;Serviços (exceto administração pública);2019;R$104.621.091
3532603;Nhandeara;Serviços (exceto administração pública);2019;R$158.613.209
3532702;Nipoã;Serviços (exceto administração pública);2019;R$39.051.730
3532801;Nova Aliança;Serviços (exceto administração pública);2019;R$57.349.689
3532827;Nova Campina;Serviços (exceto administração pública);2019;R$34.316.839
3532843;Nova Canaã Paulista;Serviços (exceto administração pública);2019;R$10.921.145
3532868;Nova Castilho;Serviços (exceto administração pública);2019;R$10.554.242
3532900;Nova Europa;Serviços (exceto administração pública);2019;R$85.846.004
3533007;Nova Granada;Serviços (exceto administração pública);2019;R$212.712.235
3533106;Nova Guataporanga;Serviços (exceto administração pública);2019;R$13.358.329
3533205;Nova Independência;Serviços (exceto administração pública);2019;R$46.643.985
3533304;Nova Luzitânia;Serviços (exceto administração pública);2019;R$17.900.708
3533403;Nova Odessa;Serviços (exceto administração pública);2019;R$2.024.796.595
3533254;Novais;Serviços (exceto administração pública);2019;R$24.851.301
3533502;Novo Horizonte;Serviços (exceto administração pública);2019;R$673.674.435
3533601;Nuporanga;Serviços (exceto administração pública);2019;R$152.118.098
3533700;Ocauçu;Serviços (exceto administração pública);2019;R$39.184.511
3533809;Óleo;Serviços (exceto administração pública);2019;R$17.713.157
3533908;Olímpia;Serviços (exceto administração pública);2019;R$1.138.987.297
3534005;Onda Verde;Serviços (exceto administração pública);2019;R$85.442.531
3534104;Oriente;Serviços (exceto administração pública);2019;R$46.095.585
3534203;Orindiúva;Serviços (exceto administração pública);2019;R$106.410.194
3534302;Orlândia;Serviços (exceto administração pública);2019;R$843.117.089
3534401;Osasco;Serviços (exceto administração pública);2019;R$58.285.769.625
3534500;Oscar Bressane;Serviços (exceto administração pública);2019;R$25.448.147
3534609;Osvaldo Cruz;Serviços (exceto administração pública);2019;R$441.196.434
3534708;Ourinhos;Serviços (exceto administração pública);2019;R$2.049.116.739
3534807;Ouro Verde;Serviços (exceto administração pública);2019;R$46.312.729
