Cod_Ibge;Localidade;Setor;Ano;Valor
3543105;Ribeirão Corrente;PIB;2019;R$145.052.367
3543204;Ribeirão do Sul;PIB;2019;R$157.953.251
3543238;Ribeirão dos Índios;PIB;2019;R$38.916.024
3543253;Ribeirão Grande;PIB;2019;R$194.170.511
3543303;Ribeirão Pires;PIB;2019;R$3.146.164.349
3543402;Ribeirão Preto;PIB;2019;R$35.355.226.789
3543600;Rifaina;PIB;2019;R$120.237.430
3543709;Rincão;PIB;2019;R$192.606.231
3543808;Rinópolis;PIB;2019;R$304.517.882
3543907;Rio Claro;PIB;2019;R$10.511.810.591
3544004;Rio das Pedras;PIB;2019;R$1.304.664.576
3544103;Rio Grande da Serra;PIB;2019;R$720.977.276
3544202;Riolândia;PIB;2019;R$220.048.410
3543501;Riversul;PIB;2019;R$67.388.987
3544251;Rosana;PIB;2019;R$1.507.515.580
3544301;Roseira;PIB;2019;R$299.661.657
3544400;Rubiácea;PIB;2019;R$65.508.731
3544509;Rubinéia;PIB;2019;R$84.346.214
3544608;Sabino;PIB;2019;R$106.151.472
3544707;Sagres;PIB;2019;R$38.860.260
3544806;Sales;PIB;2019;R$142.665.056
3544905;Sales Oliveira;PIB;2019;R$3.668.865.874
3545001;Salesópolis;PIB;2019;R$211.234.091
3545100;Salmourão;PIB;2019;R$80.283.121
3545159;Saltinho;PIB;2019;R$244.098.862
3545209;Salto;PIB;2019;R$7.737.783.779
3545308;Salto de Pirapora;PIB;2019;R$1.888.611.952
3545407;Salto Grande;PIB;2019;R$223.059.175
3545506;Sandovalina;PIB;2019;R$361.967.452
3545605;Santa Adélia;PIB;2019;R$328.121.732
3545704;Santa Albertina;PIB;2019;R$149.088.851
3545803;Santa Bárbara d'Oeste;PIB;2019;R$6.179.789.078
3546009;Santa Branca;PIB;2019;R$262.467.349
3546108;Santa Clara d'Oeste;PIB;2019;R$75.813.830
3546207;Santa Cruz da Conceição;PIB;2019;R$130.346.134
3546256;Santa Cruz da Esperança;PIB;2019;R$53.695.554
3546306;Santa Cruz das Palmeiras;PIB;2019;R$537.714.316
3546405;Santa Cruz do Rio Pardo;PIB;2019;R$2.001.744.878
3546504;Santa Ernestina;PIB;2019;R$94.629.006
3546603;Santa Fé do Sul;PIB;2019;R$1.199.274.899
3546702;Santa Gertrudes;PIB;2019;R$2.015.669.325
3546801;Santa Isabel;PIB;2019;R$1.513.106.252
3546900;Santa Lúcia;PIB;2019;R$116.580.125
3547007;Santa Maria da Serra;PIB;2019;R$127.363.678
3547106;Santa Mercedes;PIB;2019;R$55.577.191
3547502;Santa Rita do Passa Quatro;PIB;2019;R$683.723.937
3547403;Santa Rita d'Oeste;PIB;2019;R$62.378.125
3547601;Santa Rosa de Viterbo;PIB;2019;R$689.045.218
3547650;Santa Salete;PIB;2019;R$33.976.823
3547205;Santana da Ponte Pensa;PIB;2019;R$34.506.296
3547304;Santana de Parnaíba;PIB;2019;R$9.417.114.223
3547700;Santo Anastácio;PIB;2019;R$407.940.694
3547809;Santo André;PIB;2019;R$30.339.076.380
3547908;Santo Antônio da Alegria;PIB;2019;R$153.514.726
3548005;Santo Antônio de Posse;PIB;2019;R$1.177.820.607
3548054;Santo Antônio do Aracanguá;PIB;2019;R$209.050.614
3548104;Santo Antônio do Jardim;PIB;2019;R$171.077.712
3548203;Santo Antônio do Pinhal;PIB;2019;R$119.547.428
3548302;Santo Expedito;PIB;2019;R$39.041.581
3548401;Santópolis do Aguapeí;PIB;2019;R$67.945.228
3548500;Santos;PIB;2019;R$22.753.121.085
3548609;São Bento do Sapucaí;PIB;2019;R$213.669.397
3548708;São Bernardo do Campo;PIB;2019;R$51.066.927.747
3548807;São Caetano do Sul;PIB;2019;R$13.705.940.673
3548906;São Carlos;PIB;2019;R$11.801.092.849
3549003;São Francisco;PIB;2019;R$45.641.523
3549102;São João da Boa Vista;PIB;2019;R$3.271.394.194
3549201;São João das Duas Pontes;PIB;2019;R$45.442.977
3549250;São João de Iracema;PIB;2019;R$37.935.867
3549300;São João do Pau d'Alho;PIB;2019;R$46.160.789
3549409;São Joaquim da Barra;PIB;2019;R$1.455.323.356
3549508;São José da Bela Vista;PIB;2019;R$171.647.838
3549607;São José do Barreiro;PIB;2019;R$50.658.995
3549706;São José do Rio Pardo;PIB;2019;R$1.949.935.854
3549805;São José do Rio Preto;PIB;2019;R$18.776.620.862
3549904;São José dos Campos;PIB;2019;R$43.457.370.440
3549953;São Lourenço da Serra;PIB;2019;R$255.709.597
3550001;São Luís do Paraitinga;PIB;2019;R$170.041.219
3550100;São Manuel;PIB;2019;R$1.069.180.372
3550209;São Miguel Arcanjo;PIB;2019;R$783.557.005
3550308;São Paulo;PIB;2019;R$763.805.984.798
3550407;São Pedro;PIB;2019;R$799.206.202
3550506;São Pedro do Turvo;PIB;2019;R$170.442.424
3550605;São Roque;PIB;2019;R$3.158.172.846
3550704;São Sebastião;PIB;2019;R$3.575.339.920
3550803;São Sebastião da Grama;PIB;2019;R$293.416.965
3550902;São Simão;PIB;2019;R$464.334.922
3551009;São Vicente;PIB;2019;R$5.547.212.984
3551108;Sarapuí;PIB;2019;R$159.139.607
3551207;Sarutaiá;PIB;2019;R$66.357.087
3551306;Sebastianópolis do Sul;PIB;2019;R$240.529.281
3551405;Serra Azul;PIB;2019;R$173.447.958
3551603;Serra Negra;PIB;2019;R$742.870.082
3551504;Serrana;PIB;2019;R$1.008.334.434
3551702;Sertãozinho;PIB;2019;R$5.428.438.723
3551801;Sete Barras;PIB;2019;R$324.616.079
3551900;Severínia;PIB;2019;R$240.521.442
3552007;Silveiras;PIB;2019;R$76.118.145
3552106;Socorro;PIB;2019;R$895.923.175
3552205;Sorocaba;PIB;2019;R$37.283.417.564
3552304;Sud Mennucci;PIB;2019;R$178.298.453
3552403;Sumaré;PIB;2019;R$14.844.491.039
3552551;Suzanápolis;PIB;2019;R$161.486.007
3552502;Suzano;PIB;2019;R$12.040.336.755
3552601;Tabapuã;PIB;2019;R$249.075.998
3552700;Tabatinga;PIB;2019;R$251.104.334
3552809;Taboão da Serra;PIB;2019;R$8.812.544.758
3552908;Taciba;PIB;2019;R$160.045.661
3553005;Taguaí;PIB;2019;R$263.205.140
3553104;Taiaçu;PIB;2019;R$93.643.204
3553203;Taiúva;PIB;2019;R$111.094.030
3553302;Tambaú;PIB;2019;R$571.405.150
3553401;Tanabi;PIB;2019;R$954.386.515
3553500;Tapiraí;PIB;2019;R$148.062.954
3553609;Tapiratiba;PIB;2019;R$260.013.849
3553658;Taquaral;PIB;2019;R$38.568.568
3553708;Taquaritinga;PIB;2019;R$1.525.207.548
3553807;Taquarituba;PIB;2019;R$814.066.637
3553856;Taquarivaí;PIB;2019;R$228.238.160
3553906;Tarabai;PIB;2019;R$116.989.064
3553955;Tarumã;PIB;2019;R$592.282.947
3554003;Tatuí;PIB;2019;R$4.160.032.048
3554102;Taubaté;PIB;2019;R$18.357.171.819
3554201;Tejupá;PIB;2019;R$90.606.493
3554300;Teodoro Sampaio;PIB;2019;R$502.085.661
3554409;Terra Roxa;PIB;2019;R$138.705.115
3554508;Tietê;PIB;2019;R$1.850.852.264
3554607;Timburi;PIB;2019;R$49.646.805
3554656;Torre de Pedra;PIB;2019;R$31.095.284
3554706;Torrinha;PIB;2019;R$208.155.461
3554755;Trabiju;PIB;2019;R$36.360.360
3554805;Tremembé;PIB;2019;R$734.913.477
3554904;Três Fronteiras;PIB;2019;R$104.847.820
3554953;Tuiuti;PIB;2019;R$142.528.191
3555000;Tupã;PIB;2019;R$1.929.662.838
3555109;Tupi Paulista;PIB;2019;R$312.440.019
3555208;Turiúba;PIB;2019;R$39.301.603
3555307;Turmalina;PIB;2019;R$59.113.522
3555356;Ubarana;PIB;2019;R$299.508.782
3555406;Ubatuba;PIB;2019;R$2.382.688.929
3555505;Ubirajara;PIB;2019;R$91.899.154
3555604;Uchoa;PIB;2019;R$241.688.341
3555703;União Paulista;PIB;2019;R$44.829.500
3555802;Urânia;PIB;2019;R$231.866.237
3555901;Uru;PIB;2019;R$36.657.260
3556008;Urupês;PIB;2019;R$408.305.401
3556107;Valentim Gentil;PIB;2019;R$331.466.509
3556206;Valinhos;PIB;2019;R$6.561.112.198
3556305;Valparaíso;PIB;2019;R$832.022.600
3556354;Vargem;PIB;2019;R$132.263.686
3556404;Vargem Grande do Sul;PIB;2019;R$991.181.708
3556453;Vargem Grande Paulista;PIB;2019;R$2.174.655.168
3556503;Várzea Paulista;PIB;2019;R$2.907.103.014
3556602;Vera Cruz;PIB;2019;R$176.333.248
3556701;Vinhedo;PIB;2019;R$9.663.649.324
3556800;Viradouro;PIB;2019;R$343.340.305
3556909;Vista Alegre do Alto;PIB;2019;R$268.066.710
3556958;Vitória Brasil;PIB;2019;R$36.167.582
3557006;Votorantim;PIB;2019;R$3.406.950.147
3557105;Votuporanga;PIB;2019;R$2.953.318.009
3557154;Zacarias;PIB;2019;R$90.519.677
35;Estado de São Paulo;Agropecuária;2019;R$33.074.726.100
3500105;Adamantina;Agropecuária;2019;R$37.857.585
3500204;Adolfo;Agropecuária;2019;R$30.399.682
3500303;Aguaí;Agropecuária;2019;R$87.990.126
3500402;Águas da Prata;Agropecuária;2019;R$14.675.342
3500501;Águas de Lindóia;Agropecuária;2019;R$5.695.237
3500550;Águas de Santa Bárbara;Agropecuária;2019;R$48.636.181
3500600;Águas de São Pedro;Agropecuária;2019;R$0
3500709;Agudos;Agropecuária;2019;R$76.763.864
3500758;Alambari;Agropecuária;2019;R$30.670.005
3500808;Alfredo Marcondes;Agropecuária;2019;R$5.393.519
3500907;Altair;Agropecuária;2019;R$35.275.785
3501004;Altinópolis;Agropecuária;2019;R$154.597.450
3501103;Alto Alegre;Agropecuária;2019;R$42.926.857
3501152;Alumínio;Agropecuária;2019;R$658.593
3501202;Álvares Florence;Agropecuária;2019;R$44.275.975
3501301;Álvares Machado;Agropecuária;2019;R$16.294.502
3501400;Álvaro de Carvalho;Agropecuária;2019;R$6.651.406
3501509;Alvinlândia;Agropecuária;2019;R$11.107.421
3501608;Americana;Agropecuária;2019;R$10.607.195
3501707;Américo Brasiliense;Agropecuária;2019;R$16.189.233
3501806;Américo de Campos;Agropecuária;2019;R$24.951.784
3501905;Amparo;Agropecuária;2019;R$90.926.895
3502002;Analândia;Agropecuária;2019;R$31.371.004
3502101;Andradina;Agropecuária;2019;R$120.128.211
3502200;Angatuba;Agropecuária;2019;R$136.035.526
3502309;Anhembi;Agropecuária;2019;R$43.952.493
3502408;Anhumas;Agropecuária;2019;R$24.131.524
3502507;Aparecida;Agropecuária;2019;R$1.598.959
3502606;Aparecida d'Oeste;Agropecuária;2019;R$17.554.709
3502705;Apiaí;Agropecuária;2019;R$108.069.608
3502754;Araçariguama;Agropecuária;2019;R$1.078.432
3502804;Araçatuba;Agropecuária;2019;R$102.516.438
3502903;Araçoiaba da Serra;Agropecuária;2019;R$20.946.681
3503000;Aramina;Agropecuária;2019;R$27.206.510
3503109;Arandu;Agropecuária;2019;R$51.140.344
3503158;Arapeí;Agropecuária;2019;R$1.650.530
3503208;Araraquara;Agropecuária;2019;R$90.852.723
3503307;Araras;Agropecuária;2019;R$94.913.571
3503356;Arco-Íris;Agropecuária;2019;R$14.346.730
3503406;Arealva;Agropecuária;2019;R$67.570.580
3503505;Areias;Agropecuária;2019;R$4.783.307
3503604;Areiópolis;Agropecuária;2019;R$17.488.552
3503703;Ariranha;Agropecuária;2019;R$19.430.744
3503802;Artur Nogueira;Agropecuária;2019;R$129.120.465
3503901;Arujá;Agropecuária;2019;R$28.534.586
3503950;Aspásia;Agropecuária;2019;R$8.124.266
3504008;Assis;Agropecuária;2019;R$49.778.561
3504107;Atibaia;Agropecuária;2019;R$190.338.596
3504206;Auriflama;Agropecuária;2019;R$25.385.471
3504305;Avaí;Agropecuária;2019;R$176.693.284
3504404;Avanhandava;Agropecuária;2019;R$51.252.960
3504503;Avaré;Agropecuária;2019;R$120.632.962
3504602;Bady Bassitt;Agropecuária;2019;R$16.725.082
3504701;Balbinos;Agropecuária;2019;R$11.708.892
3504800;Bálsamo;Agropecuária;2019;R$31.556.144
3504909;Bananal;Agropecuária;2019;R$6.465.350
3505005;Barão de Antonina;Agropecuária;2019;R$18.979.723
3505104;Barbosa;Agropecuária;2019;R$18.846.627
3505203;Bariri;Agropecuária;2019;R$52.349.429
3505302;Barra Bonita;Agropecuária;2019;R$11.754.075
3505351;Barra do Chapéu;Agropecuária;2019;R$55.856.714
3505401;Barra do Turvo;Agropecuária;2019;R$3.173.951
3505500;Barretos;Agropecuária;2019;R$193.308.398
3505609;Barrinha;Agropecuária;2019;R$22.580.430
3505708;Barueri;Agropecuária;2019;R$327.720
3505807;Bastos;Agropecuária;2019;R$557.753.293
3505906;Batatais;Agropecuária;2019;R$146.185.945
3506003;Bauru;Agropecuária;2019;R$43.609.565
3506102;Bebedouro;Agropecuária;2019;R$89.890.086
3506201;Bento de Abreu;Agropecuária;2019;R$31.310.475
3506300;Bernardino de Campos;Agropecuária;2019;R$23.128.472
3506359;Bertioga;Agropecuária;2019;R$5.828.742
3506409;Bilac;Agropecuária;2019;R$66.387.597
3506508;Birigui;Agropecuária;2019;R$53.425.356
3506607;Biritiba-Mirim;Agropecuária;2019;R$324.229.696
3506706;Boa Esperança do Sul;Agropecuária;2019;R$81.292.845
3506805;Bocaina;Agropecuária;2019;R$26.682.609
3506904;Bofete;Agropecuária;2019;R$27.861.400
3507001;Boituva;Agropecuária;2019;R$20.176.426
3507100;Bom Jesus dos Perdões;Agropecuária;2019;R$8.996.720
3507159;Bom Sucesso de Itararé;Agropecuária;2019;R$6.881.637
3507209;Borá;Agropecuária;2019;R$11.069.838
3507308;Boracéia;Agropecuária;2019;R$14.129.912
3507407;Borborema;Agropecuária;2019;R$84.109.960
3507456;Borebi;Agropecuária;2019;R$12.698.317
3507506;Botucatu;Agropecuária;2019;R$178.176.019
3507605;Bragança Paulista;Agropecuária;2019;R$52.682.945
3507704;Braúna;Agropecuária;2019;R$21.022.849
3507753;Brejo Alegre;Agropecuária;2019;R$6.923.517
3507803;Brodowski;Agropecuária;2019;R$55.460.049
3507902;Brotas;Agropecuária;2019;R$86.781.165
3508009;Buri;Agropecuária;2019;R$127.590.228
3508108;Buritama;Agropecuária;2019;R$50.350.948
3508207;Buritizal;Agropecuária;2019;R$30.069.050
3508306;Cabrália Paulista;Agropecuária;2019;R$9.385.353
3508405;Cabreúva;Agropecuária;2019;R$34.964.202
3508504;Caçapava;Agropecuária;2019;R$14.238.922
3508603;Cachoeira Paulista;Agropecuária;2019;R$12.056.381
3508702;Caconde;Agropecuária;2019;R$109.522.689
3508801;Cafelândia;Agropecuária;2019;R$81.434.460
3508900;Caiabu;Agropecuária;2019;R$13.453.060
3509007;Caieiras;Agropecuária;2019;R$1.968.299
3509106;Caiuá;Agropecuária;2019;R$21.984.374
3509205;Cajamar;Agropecuária;2019;R$425.974
3509254;Cajati;Agropecuária;2019;R$188.089.538
3509304;Cajobi;Agropecuária;2019;R$23.241.278
3509403;Cajuru;Agropecuária;2019;R$89.943.218
3509452;Campina do Monte Alegre;Agropecuária;2019;R$21.803.597
3509502;Campinas;Agropecuária;2019;R$119.272.775
3509601;Campo Limpo Paulista;Agropecuária;2019;R$7.194.696
3509700;Campos do Jordão;Agropecuária;2019;R$4.161.711
3509809;Campos Novos Paulista;Agropecuária;2019;R$61.108.178
3509908;Cananéia;Agropecuária;2019;R$29.686.107
3509957;Canas;Agropecuária;2019;R$1.262.672
3510005;Cândido Mota;Agropecuária;2019;R$89.328.679
3510104;Cândido Rodrigues;Agropecuária;2019;R$35.022.806
3510153;Canitar;Agropecuária;2019;R$6.188.050
3510203;Capão Bonito;Agropecuária;2019;R$139.846.152
3510302;Capela do Alto;Agropecuária;2019;R$36.829.254
3510401;Capivari;Agropecuária;2019;R$59.878.269
3510500;Caraguatatuba;Agropecuária;2019;R$13.355.399
3510609;Carapicuíba;Agropecuária;2019;R$234.086
3510708;Cardoso;Agropecuária;2019;R$54.978.461
3510807;Casa Branca;Agropecuária;2019;R$160.759.164
3510906;Cássia dos Coqueiros;Agropecuária;2019;R$121.149.783
3511003;Castilho;Agropecuária;2019;R$73.407.829
3511102;Catanduva;Agropecuária;2019;R$46.088.858
3511201;Catiguá;Agropecuária;2019;R$18.815.549
3511300;Cedral;Agropecuária;2019;R$25.698.703
3511409;Cerqueira César;Agropecuária;2019;R$79.033.221
3511508;Cerquilho;Agropecuária;2019;R$66.665.358
3511607;Cesário Lange;Agropecuária;2019;R$45.312.059
3511706;Charqueada;Agropecuária;2019;R$20.674.194
3557204;Chavantes;Agropecuária;2019;R$21.779.305
3511904;Clementina;Agropecuária;2019;R$20.913.066
3512001;Colina;Agropecuária;2019;R$70.906.759
3512100;Colômbia;Agropecuária;2019;R$113.909.453
3512209;Conchal;Agropecuária;2019;R$41.185.873
3512308;Conchas;Agropecuária;2019;R$67.993.257
3512407;Cordeirópolis;Agropecuária;2019;R$44.569.437
3512506;Coroados;Agropecuária;2019;R$41.672.770
3512605;Coronel Macedo;Agropecuária;2019;R$31.929.690
3512704;Corumbataí;Agropecuária;2019;R$28.803.343
3512803;Cosmópolis;Agropecuária;2019;R$17.632.665
3512902;Cosmorama;Agropecuária;2019;R$57.749.694
3513009;Cotia;Agropecuária;2019;R$20.842.142
3513108;Cravinhos;Agropecuária;2019;R$47.183.085
3513207;Cristais Paulista;Agropecuária;2019;R$65.616.928
3513306;Cruzália;Agropecuária;2019;R$19.234.233
3513405;Cruzeiro;Agropecuária;2019;R$6.612.122
3513504;Cubatão;Agropecuária;2019;R$936.344
3513603;Cunha;Agropecuária;2019;R$24.018.888
3513702;Descalvado;Agropecuária;2019;R$107.981.875
3513801;Diadema;Agropecuária;2019;R$795.892
3513850;Dirce Reis;Agropecuária;2019;R$6.324.330
3513900;Divinolândia;Agropecuária;2019;R$62.708.421
3514007;Dobrada;Agropecuária;2019;R$20.380.211
3514106;Dois Córregos;Agropecuária;2019;R$93.452.597
3514205;Dolcinópolis;Agropecuária;2019;R$12.727.171
3514304;Dourado;Agropecuária;2019;R$19.388.417
3514403;Dracena;Agropecuária;2019;R$41.755.086
3514502;Duartina;Agropecuária;2019;R$13.647.280
3514601;Dumont;Agropecuária;2019;R$20.108.713
3514700;Echaporã;Agropecuária;2019;R$35.490.924
3514809;Eldorado;Agropecuária;2019;R$136.547.087
3514908;Elias Fausto;Agropecuária;2019;R$88.604.447
3514924;Elisiário;Agropecuária;2019;R$12.197.147
3514957;Embaúba;Agropecuária;2019;R$13.672.247
3515004;Embu das Artes;Agropecuária;2019;R$280.903
3515103;Embu-Guaçu;Agropecuária;2019;R$2.047.762
3515129;Emilianópolis;Agropecuária;2019;R$16.488.579
3515152;Engenheiro Coelho;Agropecuária;2019;R$30.334.226
3515186;Espírito Santo do Pinhal;Agropecuária;2019;R$94.770.615
3515194;Espírito Santo do Turvo;Agropecuária;2019;R$15.313.829
3557303;Estiva Gerbi;Agropecuária;2019;R$35.504.084
3515301;Estrela do Norte;Agropecuária;2019;R$13.924.032
3515202;Estrela d'Oeste;Agropecuária;2019;R$36.107.367
3515350;Euclides da Cunha Paulista;Agropecuária;2019;R$37.873.968
3515400;Fartura;Agropecuária;2019;R$54.800.951
3515608;Fernando Prestes;Agropecuária;2019;R$74.841.938
3515509;Fernandópolis;Agropecuária;2019;R$75.073.672
3515657;Fernão;Agropecuária;2019;R$24.689.071
3515707;Ferraz de Vasconcelos;Agropecuária;2019;R$1.979.689
3515806;Flora Rica;Agropecuária;2019;R$10.295.819
3515905;Floreal;Agropecuária;2019;R$17.720.415
3516002;Flórida Paulista;Agropecuária;2019;R$38.334.098
3516101;Florínia;Agropecuária;2019;R$33.965.277
3516200;Franca;Agropecuária;2019;R$74.923.916
3516309;Francisco Morato;Agropecuária;2019;R$471.566
3516408;Franco da Rocha;Agropecuária;2019;R$3.143.364
3516507;Gabriel Monteiro;Agropecuária;2019;R$19.163.395
3516606;Gália;Agropecuária;2019;R$28.927.278
3516705;Garça;Agropecuária;2019;R$102.393.163
3516804;Gastão Vidigal;Agropecuária;2019;R$18.370.162
3516853;Gavião Peixoto;Agropecuária;2019;R$29.704.022
3516903;General Salgado;Agropecuária;2019;R$36.045.853
3517000;Getulina;Agropecuária;2019;R$55.468.254
3517109;Glicério;Agropecuária;2019;R$26.103.628
3517208;Guaiçara;Agropecuária;2019;R$16.771.147
3517307;Guaimbê;Agropecuária;2019;R$14.062.230
3517406;Guaíra;Agropecuária;2019;R$217.602.340
3517505;Guapiaçu;Agropecuária;2019;R$55.260.928
3517604;Guapiara;Agropecuária;2019;R$122.130.990
3517703;Guará;Agropecuária;2019;R$57.973.866
3517802;Guaraçaí;Agropecuária;2019;R$103.997.256
3517901;Guaraci;Agropecuária;2019;R$95.514.561
3518008;Guarani d'Oeste;Agropecuária;2019;R$4.784.510
3518107;Guarantã;Agropecuária;2019;R$46.737.242
3518206;Guararapes;Agropecuária;2019;R$209.221.811
3518305;Guararema;Agropecuária;2019;R$30.803.459
3518404;Guaratinguetá;Agropecuária;2019;R$28.075.555
3518503;Guareí;Agropecuária;2019;R$52.557.996
3518602;Guariba;Agropecuária;2019;R$45.481.122
3518701;Guarujá;Agropecuária;2019;R$35.602.902
3518800;Guarulhos;Agropecuária;2019;R$37.714.175
3518859;Guatapará;Agropecuária;2019;R$90.913.700
3518909;Guzolândia;Agropecuária;2019;R$14.776.047
3519006;Herculândia;Agropecuária;2019;R$61.240.039
3519055;Holambra;Agropecuária;2019;R$321.741.583
3519071;Hortolândia;Agropecuária;2019;R$1.086.664
3519105;Iacanga;Agropecuária;2019;R$60.853.640
3519204;Iacri;Agropecuária;2019;R$70.180.477
3519253;Iaras;Agropecuária;2019;R$30.862.633
3519303;Ibaté;Agropecuária;2019;R$34.199.031
3519402;Ibirá;Agropecuária;2019;R$27.554.427
3519501;Ibirarema;Agropecuária;2019;R$30.597.039
3519600;Ibitinga;Agropecuária;2019;R$76.975.120
3519709;Ibiúna;Agropecuária;2019;R$308.922.737
3519808;Icém;Agropecuária;2019;R$21.628.690
3519907;Iepê;Agropecuária;2019;R$37.634.728
3520004;Igaraçu do Tietê;Agropecuária;2019;R$10.018.723
3520103;Igarapava;Agropecuária;2019;R$56.475.027
3520202;Igaratá;Agropecuária;2019;R$1.487.847
3520301;Iguape;Agropecuária;2019;R$81.367.987
3520426;Ilha Comprida;Agropecuária;2019;R$3.932.645
3520442;Ilha Solteira;Agropecuária;2019;R$57.973.058
3520400;Ilhabela;Agropecuária;2019;R$3.073.976
3520509;Indaiatuba;Agropecuária;2019;R$32.775.435
3520608;Indiana;Agropecuária;2019;R$11.324.241
3520707;Indiaporã;Agropecuária;2019;R$19.436.016
3520806;Inúbia Paulista;Agropecuária;2019;R$6.321.594
3520905;Ipaussu;Agropecuária;2019;R$32.472.051
3521002;Iperó;Agropecuária;2019;R$15.172.097
3521101;Ipeúna;Agropecuária;2019;R$16.709.506
3521150;Ipiguá;Agropecuária;2019;R$22.542.768
3521200;Iporanga;Agropecuária;2019;R$6.080.043
3521309;Ipuã;Agropecuária;2019;R$75.092.469
3521408;Iracemápolis;Agropecuária;2019;R$18.590.805
3521507;Irapuã;Agropecuária;2019;R$58.650.542
3521606;Irapuru;Agropecuária;2019;R$15.850.265
3521705;Itaberá;Agropecuária;2019;R$153.287.422
3521804;Itaí;Agropecuária;2019;R$178.352.669
3521903;Itajobi;Agropecuária;2019;R$191.671.131
3522000;Itaju;Agropecuária;2019;R$34.681.040
3522109;Itanhaém;Agropecuária;2019;R$39.894.580
3522158;Itaóca;Agropecuária;2019;R$4.707.453
3522208;Itapecerica da Serra;Agropecuária;2019;R$17.937.153
3522307;Itapetininga;Agropecuária;2019;R$263.281.921
3522406;Itapeva;Agropecuária;2019;R$733.416.489
3522505;Itapevi;Agropecuária;2019;R$257.495
3522604;Itapira;Agropecuária;2019;R$60.670.399
3522653;Itapirapuã Paulista;Agropecuária;2019;R$3.141.860
3522703;Itápolis;Agropecuária;2019;R$159.165.024
3522802;Itaporanga;Agropecuária;2019;R$31.298.661
3522901;Itapuí;Agropecuária;2019;R$16.401.183
3523008;Itapura;Agropecuária;2019;R$31.179.746
3523107;Itaquaquecetuba;Agropecuária;2019;R$10.474.336
3523206;Itararé;Agropecuária;2019;R$92.507.431
3523305;Itariri;Agropecuária;2019;R$95.318.845
3523404;Itatiba;Agropecuária;2019;R$581.584.095
3523503;Itatinga;Agropecuária;2019;R$47.461.192
3523602;Itirapina;Agropecuária;2019;R$51.328.847
3523701;Itirapuã;Agropecuária;2019;R$30.091.712
3523800;Itobi;Agropecuária;2019;R$31.256.212
3523909;Itu;Agropecuária;2019;R$44.883.586
3524006;Itupeva;Agropecuária;2019;R$31.277.842
3524105;Ituverava;Agropecuária;2019;R$138.655.059
3524204;Jaborandi;Agropecuária;2019;R$47.440.485
3524303;Jaboticabal;Agropecuária;2019;R$137.393.139
3524402;Jacareí;Agropecuária;2019;R$25.192.630
3524501;Jaci;Agropecuária;2019;R$26.781.994
3524600;Jacupiranga;Agropecuária;2019;R$112.099.861
3524709;Jaguariúna;Agropecuária;2019;R$12.051.993
3524808;Jales;Agropecuária;2019;R$64.505.724
3524907;Jambeiro;Agropecuária;2019;R$6.979.187
3525003;Jandira;Agropecuária;2019;R$514.989
3525102;Jardinópolis;Agropecuária;2019;R$91.309.321
3525201;Jarinu;Agropecuária;2019;R$38.154.196
3525300;Jaú;Agropecuária;2019;R$82.180.382
3525409;Jeriquara;Agropecuária;2019;R$49.038.758
3525508;Joanópolis;Agropecuária;2019;R$16.677.419
3525607;João Ramalho;Agropecuária;2019;R$65.275.341
3525706;José Bonifácio;Agropecuária;2019;R$121.425.554
3525805;Júlio Mesquita;Agropecuária;2019;R$6.532.538
3525854;Jumirim;Agropecuária;2019;R$13.314.836
3525904;Jundiaí;Agropecuária;2019;R$130.645.790
3526001;Junqueirópolis;Agropecuária;2019;R$51.250.477
3526100;Juquiá;Agropecuária;2019;R$94.377.737
3526209;Juquitiba;Agropecuária;2019;R$780.844
3526308;Lagoinha;Agropecuária;2019;R$7.011.009
3526407;Laranjal Paulista;Agropecuária;2019;R$26.292.292
3526506;Lavínia;Agropecuária;2019;R$50.853.755
3526605;Lavrinhas;Agropecuária;2019;R$3.672.301
3526704;Leme;Agropecuária;2019;R$70.751.283
3526803;Lençóis Paulista;Agropecuária;2019;R$84.220.731
3526902;Limeira;Agropecuária;2019;R$84.867.096
3527009;Lindóia;Agropecuária;2019;R$5.874.976
3527108;Lins;Agropecuária;2019;R$79.403.060
3527207;Lorena;Agropecuária;2019;R$9.424.068
3527256;Lourdes;Agropecuária;2019;R$5.457.935
3527306;Louveira;Agropecuária;2019;R$33.350.491
3527405;Lucélia;Agropecuária;2019;R$24.828.928
3527504;Lucianópolis;Agropecuária;2019;R$15.891.588
3527603;Luís Antônio;Agropecuária;2019;R$70.921.376
3527702;Luiziânia;Agropecuária;2019;R$16.174.586
3527801;Lupércio;Agropecuária;2019;R$12.108.541
3527900;Lutécia;Agropecuária;2019;R$31.604.228
3528007;Macatuba;Agropecuária;2019;R$38.137.786
3528106;Macaubal;Agropecuária;2019;R$41.777.927
3528205;Macedônia;Agropecuária;2019;R$23.825.712
3528304;Magda;Agropecuária;2019;R$34.399.153
3528403;Mairinque;Agropecuária;2019;R$19.067.464
3528502;Mairiporã;Agropecuária;2019;R$729.877
3528601;Manduri;Agropecuária;2019;R$43.438.608
3528700;Marabá Paulista;Agropecuária;2019;R$45.180.768
3528809;Maracaí;Agropecuária;2019;R$66.805.329
3528858;Marapoama;Agropecuária;2019;R$37.633.639
3528908;Mariápolis;Agropecuária;2019;R$17.472.592
